,Date,Tweets,Likes,Views,Hastags,Keywords,topics,Sentiment_score,Sentiment_label
57,2025-04-04T12:37:37.000Z,"...

.
Aur ek movie next day 

#BreakoutStock #SwingTrade
#stocks #StockToWatch  #StockMarketindia #Nifty #banknifty #Trending #INDIA #Nifty50 #sensex #Zerodha #Multibagger #sharemarket #pennystock #BreakoutStocks #investing #jppower  #stocks #Sensex #Nifty #banknifty",0,0,"#BreakoutStock, #SwingTrade, #stocks, #StockToWatch, #StockMarketindia, #Nifty, #banknifty, #Trending, #INDIA, #Nifty50, #sensex, #Zerodha, #Multibagger, #sharemarket, #pennystock, #BreakoutStocks, #investing, #jppower, #stocks, #Sensex, #Nifty, #banknifty","['Aur', 'ek', 'movie', 'next']",0,0.6597,Positive
58,2025-04-04T12:55:00.000Z,"Pooja Room Where the Heart finds Solace 

#poojaroom #Devotionals #interior #design #3d #vray #sketchup #mood #vibes #Trending #render #homedecor 

Contact us at 
Er. Ankit Kondal
+91-70099-20739",0,0,"#poojaroom, #Devotionals, #interior, #design, #3d, #vray, #sketchup, #mood, #vibes, #Trending, #render, #homedecor","['Pooja', 'Room', 'Heart', 'find', 'Solace', 'Contact', 'Er', 'Ankit', 'Kondal', '917009920739']",0,0.296,Positive
59,2025-04-04T12:34:20.000Z,"""He should have been given a Bharat Ratna"" - #PremChopra, who was a frequent collaborator of #ManojKumar and his dear friend shared that Kumar should have been given the Bharat Ratna by the Indian government.

#FilmfareLens #Trending",0,0,"#PremChopra, #ManojKumar, #FilmfareLens, #Trending","['give', 'Bharat', 'Ratna', 'frequent', 'collaborator', 'dear', 'friend', 'Kumar', 'Indian', 'government']",0,0.802,Positive
60,2025-04-04T12:30:10.000Z,"""You will always be Bharat to us,"" says #ShahRukhKhan as he pays a heartfelt tribute to #ManojKumar.

#Trending",336,7500,"#ShahRukhKhan, #ManojKumar, #Trending","['always', 'Bharat', 'say', 'pay', 'heartfelt', 'tribute']",0,0.5423,Positive
61,2025-04-04T12:27:41.000Z,"45 Teaser Review | 45 Official Teaser Hindi | Dr.Shivarajkumar | South C... https://youtu.be/PaglqrQjsgw?si=hjAnMjrL2hLCsNqE… via 
@YouTube
#teaser #teaserreview #movie #bollywoodwithisi #bollywoodhungama #Trending",0,0,"#teaser, #teaserreview, #movie, #bollywoodwithisi, #bollywoodhungama, #Trending","['45', 'Teaser', 'Review', 'Official', 'Hindi', 'DrShivarajkumar', 'South', 'C', 'via', 'YouTube']",0,-0.6124,Negative
62,2025-04-04T12:26:20.000Z,"Did you know? The power-generating capacity of solar panels can vary depending on the weather.

While sunny days maximize efficiency, cloudy or rainy weather can slightly reduce energy output.

For any query:- 9424607087
#Solarenergy #trending #friday",0,0,"#Solarenergy, #trending, #friday","['powergenerating', 'capacity', 'solar', 'panel', 'vary', 'depend', 'weather', 'sunny', 'days', 'maximize', 'efficiency', 'cloudy', 'rainy', 'slightly', 'reduce', 'energy', 'output', 'query', '9424607087']",-1,0.7024,Positive
63,2025-04-04T12:14:04.000Z,"Understanding Direct Acting Solenoid Valve made easy! Save this infographic for reference. 

#AiraEuro #SolenoidValve #IndustrialAutomation #Trending #TrendingNow #ExplorePage #Manufacturer #Exporter #Technology #MakeInIndia #India",0,0,"#AiraEuro, #SolenoidValve, #IndustrialAutomation, #Trending, #TrendingNow, #ExplorePage, #Manufacturer, #Exporter, #Technology, #MakeInIndia, #India","['Understanding', 'Direct', 'Acting', 'Solenoid', 'Valve', 'easy', 'Save', 'infographic', 'reference']",0,0.7269,Positive
64,2025-04-04T12:12:57.000Z,How to Engage Customers on Social Media with Storytelling ~ https://weblinkspark.com/engage-customers-on-social-media-with-storytelling/… #Storytelling #SocialMedia,0,0,"#Storytelling, #SocialMedia","['Engage', 'Customers', 'Social', 'Media', 'Storytelling']",1,0.34,Positive
65,2025-04-04T12:06:56.000Z,खुद का घर? | Own House in Life #jyotish #astrology #palmistry #life #house #trending #shortsreels,0,0,"#jyotish, #astrology, #palmistry, #life, #house, #trending, #shortsreels","['House', 'Life']",1,0.0,Neutral
66,2025-04-04T12:06:14.000Z,"Man of the Year
On #socialmedia

#tariffs #trade #economy",4,363,"#socialmedia, #tariffs, #trade, #economy","['Man', 'Year']",-1,0.0,Neutral
67,2025-04-04T12:05:28.000Z,"This GitHub repo is 13,418+ and trending !

HKUDS/LightRAG

LightRAG: Simple and Fast Retrieval-Augmented Generation

https://github.com/HKUDS/LightRAG

#github #trending",0,0,"#github, #trending","['GitHub', 'repo', '13418', 'HKUDSLightRAG', 'LightRAG', 'Simple', 'Fast', 'RetrievalAugmented', 'Generation']",-1,0.0,Neutral
68,2025-04-04T12:04:19.000Z,Own House in Life #jyotish #astrology #palmistry #life #house #trending #shortsreels #reelviral #reelsinstagram #exlporepage #explore #feed,0,0,"#jyotish, #astrology, #palmistry, #life, #house, #trending, #shortsreels, #reelviral, #reelsinstagram, #exlporepage, #explore, #feed","['House', 'Life']",1,0.0,Neutral
69,2025-04-04T12:03:11.000Z,"Legendary Actor-Director Manoj Kumar Passes Away at 87: The Journey of Bharat Kumar... .

For More Details Check The LINK IN BIO 
.
#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Legendary', 'ActorDirector', 'Manoj', 'Kumar', 'Passes', 'Away', '87', 'Journey', 'Bharat', 'Details', 'Check', 'LINK', 'BIO']",0,0.0,Neutral
70,2025-04-04T12:00:03.000Z,"Pushing ads. Sending cold emails. Still no results? Maybe the problem isn’t your audience—it’s your strategy. 
Time to switch from PUSH to PULL. Which side are you on?
@Digivero1
 
#marketing #trending #strategy #pullvspush",0,0,"#marketing, #trending, #strategy, #pullvspush","['Pushing', 'ads', 'Sending', 'cold', 'email', 'Still', 'result', 'Maybe', 'problem', 'audience', 'strategy', 'Time', 'switch', 'PUSH', 'PULL', 'side', 'Digivero', '1']",1,-0.5994,Negative
71,2025-04-04T12:00:03.000Z,"Let your style take flight with our dazzling butterfly drop earrings! Light, elegant, and full of sparkle, these beauties add a whimsical charm to any outfit. Perfect for daydreamers and trendsetters alike! 
.
.
.
#auriefashion #fashion #trending #artificialjewellery",0,0,"#auriefashion, #fashion, #trending, #artificialjewellery","['Let', 'style', 'flight', 'dazzle', 'butterfly', 'drop', 'earrings', 'Light', 'elegant', 'full', 'sparkle', 'beauties', 'add', 'whimsical', 'charm', 'outfit', 'Perfect', 'daydreamers', 'trendsetters', 'alike']",1,0.9313,Positive
72,2025-04-04T12:00:00.000Z,"Can you guess which significant historical event is explored in the film? 

Drop your answers in the comments! 

#Kesari2 #RoongtaCinemas #KuchAlagHai #BollywoodMagic #RoongtaEntertainment #quiz #trending",0,0,"#Kesari2, #RoongtaCinemas, #KuchAlagHai, #BollywoodMagic, #RoongtaEntertainment, #quiz, #trending","['guess', 'significant', 'historical', 'event', 'explore', 'film', 'Drop', 'answer', 'comment']",-1,-0.0772,Negative
73,2025-04-04T11:59:15.000Z,"Our PPH 2-Way True Union Ball Valve ensures leakproof control under pressure.

 Best for: fume ducts, cooling lines, acid & chemical transfer
 Available in sizes 1/2"" to 4""

Tough where it counts — inside your system.

#YukonIndustries #PPHBallValve  #Trending  #India",0,0,"#YukonIndustries, #PPHBallValve, #Trending, #India","['PPH', '2', 'Way', 'True', 'Union', 'Ball', 'Valve', 'ensure', 'leakproof', 'control', 'pressure', 'Best', 'fume', 'ducts', 'cool', 'line', 'acid', 'chemical', 'transfer', 'Available', 'size', '12', '4', 'Tough', 'count', 'inside', 'system']",0,0.4767,Positive
74,2025-04-04T11:56:57.000Z,"UpSkill Your Career. Learn AZURE Devops+Azure Cloud+Linux By 17 years experienced real-time instructor. for more details contact 9966661839
#itschools #itschoolsonlinetraining #azuredevops #onlinelearning #softwarecourse #softwarejobs #trending #jobs #azurecloud  #ai #ghibliart",0,0,"#itschools, #itschoolsonlinetraining, #azuredevops, #onlinelearning, #softwarecourse, #softwarejobs, #trending, #jobs, #azurecloud, #ai, #ghibliart","['UpSkill', 'Career', 'Learn', 'AZURE', 'DevopsAzure', 'CloudLinux', '17', 'years', 'experience', 'realtime', 'instructor', 'detail', 'contact', '9966661839']",0,0.0,Neutral
75,2025-04-04T11:41:59.000Z,"From speed to sustainability, automation is changing the way we package.
See the future unfold at PPSE2025!

#print #Packaging #EXPO2025 #innovation #Kenya #BusinessGrowth #nairobi #Trending",0,0,"#print, #Packaging, #EXPO2025, #innovation, #Kenya, #BusinessGrowth, #nairobi, #Trending","['speed', 'sustainability', 'automation', 'change', 'way', 'package', 'See', 'future', 'unfold', 'PPSE', '2025']",-1,0.3818,Positive
76,2025-04-04T11:32:04.000Z,"Take your brand to the next level by establishing a strong presence across all major social media platforms!

#marketing #DigitalMarketing #socialmedia #facebookpost #posts #instagram #OpenDG",0,0,"#marketing, #DigitalMarketing, #socialmedia, #facebookpost, #posts, #instagram, #OpenDG","['Take', 'brand', 'next', 'level', 'establish', 'strong', 'presence', 'across', 'major', 'social', 'media', 'platforms']",1,0.5106,Positive
77,2025-04-04T11:29:21.000Z,"MI boys bringing the laughs 
.
.
.
.
[mumbai, indians, reel, funny]

#mumbaiindians #funnyreel #ipl2025 #cricketfun #cricket #viral #trending #fyp",0,0,"#mumbaiindians, #funnyreel, #ipl2025, #cricketfun, #cricket, #viral, #trending, #fyp","['MI', 'boys', 'bring', 'laugh', 'mumbai', 'indians']",0,0.7269,Positive
78,2025-04-04T11:27:30.000Z,"#KritiSanon shares her latest photo dump!
@kritisanon
 
#bollywood #Kriti #trending",0,0,"#KritiSanon, #bollywood, #Kriti, #trending","['dump', 'kritisanon']",0,-0.1027,Negative
79,2025-04-04T11:25:37.000Z,"Upon examining his CT scan, doctors discovered that his brain was filling with air, a dangerous condition known as tension pneumocephalus. The scan also revealed broken chopsticks extending from his nose to his brain

#Headache #CTScan #Health #Shocking #Trending",0,0,"#Headache, #CTScan, #Health, #Shocking, #Trending","['Upon', 'examine', 'CT', 'scan', 'doctor', 'discover', 'brain', 'fill', 'air', 'dangerous', 'condition', 'tension', 'pneumocephalus', 'also', 'reveal', 'break', 'chopsticks', 'extend', 'nose']",-1,-0.8807,Negative
80,2025-04-04T11:24:06.000Z,"It’s happening! #HeraPheri3 has finally gone on floors with the legendary trio - #AkshayKumar, #SunielShetty & #PareshRawal returning as Raju, Shyam & Baburao!

The first scene was shot on April 3 in Mumbai. Directed by #Priyadarshan 

#HeraPheri #Trending #allwoodreviews",0,0,"#HeraPheri3, #AkshayKumar, #SunielShetty, #PareshRawal, #Priyadarshan, #HeraPheri, #Trending, #allwoodreviews","['happen', 'finally', 'floor', 'legendary', 'trio', 'return', 'Raju', 'Shyam', 'Baburao', 'first', 'scene', 'shoot', 'April', '3', 'Mumbai', 'Directed']",0,0.0,Neutral
81,2025-04-04T11:21:51.000Z,"Top 5 fastest s by Indian batters 
.
.
.
.
[centuries, india, fastest, cricket]

#cricket #india #century #records #cricket #viral #trending #fyp",0,0,"#cricket, #india, #century, #records, #cricket, #viral, #trending, #fyp","['Top', '5', 'fastest', 'Indian', 'batter', 'centuries', 'cricket']",0,0.2023,Positive
82,2025-04-04T11:20:30.000Z,"Holiday decorations collector? That Christmas tree topper? Yeah, it’s either in storage or the void

Checkout my profile gumroad link

#SocialMedia #Twitter",0,0,"#SocialMedia, #Twitter","['Holiday', 'decorations', 'collector', 'Christmas', 'tree', 'topper', 'Yeah', 'either', 'storage', 'void', 'Checkout', 'profile', 'gumroad', 'link']",1,0.5994,Positive
83,2025-04-04T11:19:34.000Z,"One throw, one wish!
.
#mobligent #digitalagency #wish #fun #weekend #throw #cricket #reels #trending #viral #friends #funreel #mumbai #india",0,0,"#mobligent, #digitalagency, #wish, #fun, #weekend, #throw, #cricket, #reels, #trending, #viral, #friends, #funreel, #mumbai, #india","['One', 'throw', 'one', 'wish']",-1,0.8957,Positive
84,2025-04-04T11:17:49.000Z,"Court emphasizes that policy decisions on social media regulation for minors rest with the government, while granting petitioners the option to approach the Centre with their concerns.

Read More: https://storyboard18.com/brand-marketing/sc-rejects-pil-seeking-social-media-ban-for-children-under-13-61457.htm…

#socialmedia #digital #marketing",0,0,"#socialmedia, #digital, #marketing","['Court', 'emphasize', 'policy', 'decisions', 'social', 'media', 'regulation', 'minors', 'rest', 'government', 'grant', 'petitioners', 'option', 'approach', 'Centre', 'concern', 'Read']",1,0.3182,Positive
85,2025-04-04T11:17:43.000Z,"SC refuses to entertain a plea seeking a statutory prohibition on social media usage for children below the age of 13, stating that the matter falls within the domain of policy and legislation. 
@VMukherjee7
 

#SupremeCourt #socialmedia #children",0,0,"#SupremeCourt, #socialmedia, #children","['SC', 'refuse', 'entertain', 'plea', 'seek', 'statutory', 'prohibition', 'social', 'media', 'usage', 'children', 'age', '13', 'state', 'matter', 'fall', 'within', 'domain', 'policy', 'legislation', 'VMukherjee', '7']",-1,0.34,Positive
86,2025-04-04T11:14:38.000Z,"King Kohli
.
.
.
.

(Virat Kolhi, Rohit Sharma, cricket love, icc, love for India, viral)

#ViratKohli #rohitsharmafanss #rohitsharma #championsleague #indvsaus #viratlovers #cricketlovers #instagramreels #trending #indvspak #relatable",0,0,"#ViratKohli, #rohitsharmafanss, #rohitsharma, #championsleague, #indvsaus, #viratlovers, #cricketlovers, #instagramreels, #trending, #indvspak, #relatable","['King', 'Kohli', 'Virat', 'Kolhi', 'Rohit', 'Sharma', 'cricket', 'icc', 'India']",0,0.8555,Positive
87,2025-04-04T11:07:32.000Z,"When coach says ""ignore the crowd"" but it's your crush cheering 
.
.
.
.
focus, game, crush, distraction

#sportsmeme #funnyreel #relatable #gameface  #cricket #viral #trending #fyp",0,0,"#sportsmeme, #funnyreel, #relatable, #gameface, #cricket, #viral, #trending, #fyp","['coach', 'say', 'ignore', 'crowd', 'crush', 'cheer', 'focus', 'game', 'distraction']",-1,-0.3612,Negative
88,2025-04-04T11:06:04.000Z,"Janam janam ka sath..
Plz subscribe my youtube channel @anuradhadubey059
#Trending #viralvideo",0,0,"#Trending, #viralvideo","['Janam', 'janam', 'ka', 'sath', 'Plz', 'subscribe', 'youtube', 'channel', 'anuradhadubey', '059']",0,0.0772,Positive
89,2025-04-04T11:05:00.000Z,"Did you know?  Mars, Saturn & Uranus are joining forces to fuel your transformation, Leo!  Invest in shifting your present energy & don't be afraid to renegotiate terms in your personal & professional life!  #Leo 
#AVV #Trending #astrology #TrendingNow",0,0,"#Leo, #AVV, #Trending, #astrology, #TrendingNow","['Mars', 'Saturn', 'Uranus', 'join', 'force', 'fuel', 'transformation', 'Leo', 'Invest', 'shift', 'present', 'energy', 'dont', 'afraid', 'renegotiate', 'term', 'personal', 'professional']",-1,0.2732,Positive
90,2025-04-04T11:04:33.000Z,"U.S. trade tariffs 2025: $3.2T in revenue, but a 0.8% GDP hit. From cars to gas, how will this impact you? Read: https://zash.one/2025/04/04/u-s-trade-tariffs-2025-a-new-era-of-global-trade-dynamics/… #USTariffs2025 #stockmarketcrash #tariffs #Trending",0,0,"#USTariffs2025, #stockmarketcrash, #tariffs, #Trending","['US', 'trade', 'tariff', '2025', '32', 'revenue', '08', 'GDP', 'hit', 'cars', 'gas', 'impact', 'Read']",-1,0.0,Neutral
91,2025-04-04T11:03:19.000Z,"This GitHub repo is 32,923+ and trending !

python-poetry/poetry

Python packaging and dependency management made easy

https://github.com/python-poetry/poetry…

#github #trending",0,0,"#github, #trending","['GitHub', 'repo', '32923', 'pythonpoetrypoetry', 'Python', 'package', 'dependency', 'management', 'easy']",0,0.4404,Positive
92,2025-04-04T10:56:34.000Z,"NH 544 / National Highway 544, Kerala, India  Salem - Kochi Highway  Roads in South India  4K

 https://youtube.com/watch?v=sidg_VN0f5c… #india #trending",0,0,"#india, #trending","['NH', '544', 'National', 'Highway', 'Kerala', 'India', 'Salem', 'Kochi', 'Roads', 'South', '4', 'K']",0,0.4939,Positive
93,2025-04-04T10:55:42.000Z,"Trey McBride becomes NFL's highest-paid tight end with a record-breaking deal 
.
.
.
.
[trey, nfl, contract, tightend]

#nfl2025 #treymcbride #recorddeal #tightend  #cricket #viral #trending #fyp",0,0,"#nfl2025, #treymcbride, #recorddeal, #tightend, #cricket, #viral, #trending, #fyp","['Trey', 'McBride', 'become', 'NFLs', 'highestpaid', 'tight', 'end', 'recordbreaking', 'deal', 'trey', 'nfl', 'contract', 'tightend']",1,0.0,Neutral
94,2025-04-04T10:54:25.000Z,"Chess & Dance

Anish Giri jokes Vishy Anand’s academy should add dance lessons after Vidit’s wedding!
.
.
#ViditGujrathi #VishyAnand #Chess #AnishGiri #Gukesh #Trending",0,0,"#ViditGujrathi, #VishyAnand, #Chess, #AnishGiri, #Gukesh, #Trending","['Chess', 'Dance', 'Anish', 'Giri', 'joke', 'Vishy', 'Anand', 'academy', 'add', 'dance', 'lessons', 'Vidit', 'wed']",0,0.25,Positive
95,2025-04-04T10:50:28.000Z,"When people hear engagement, they think of a ring—we think of reach, interaction & conversions!

Boost your online presence with Virtualize Solution!

#virtualizesolution #digitalmarketing #socialmedia #marketingtips #contentcreation #brandgrowth #onlinebranding #seo #smm",0,0,"#virtualizesolution, #digitalmarketing, #socialmedia, #marketingtips, #contentcreation, #brandgrowth, #onlinebranding, #seo, #smm","['hear', 'engagement', 'think', 'ring', 'reach', 'interaction', 'conversions', 'Boost', 'online', 'presence', 'Virtualize', 'Solution']",1,0.7964,Positive
96,2025-04-04T10:49:08.000Z,The queen serving looks and vibes all week!  #MalaikaMagic #ForeverFangirling #trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic,0,0,"#MalaikaMagic, #ForeverFangirling, #trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['queen', 'serve', 'vibes', 'week']",1,0.0,Neutral
97,2025-04-04T10:48:09.000Z,"Neeraj Chopra to shine at home  Competing in the NC Classic javelin event on May 24! 
.
.
.
.
[neerajchopra, javelin, athletics, india]

#neerajchopra #javelin #athletics #indiaevents #cricket #viral #trending #fyp",0,0,"#neerajchopra, #javelin, #athletics, #indiaevents, #cricket, #viral, #trending, #fyp","['Neeraj', 'Chopra', 'shine', 'home', 'Competing', 'NC', 'Classic', 'javelin', 'event', 'May', '24', 'neerajchopra', 'athletics']",0,0.0,Neutral
98,2025-04-04T10:46:06.000Z,"Tried cooking for the first time and it turned out delicious! It’s the magic of ZOFF Spices. 

#ZOFFSpices #ZOFF #IPL2025 #CSKvRCB #Trending",0,0,"#ZOFFSpices, #ZOFF, #IPL2025, #CSKvRCB, #Trending","['Tried', 'cook', 'first', 'time', 'turn', 'delicious', 'magic', 'ZOFF', 'Spices']",1,0.5719,Positive
99,2025-04-04T10:42:11.000Z,"Rohit’s viral chat  “Did it when needed, not now!” ahead of LSG vs MI clash on April 4. MI riding high, LSG seeks a comeback! 
.
.
.
.
rohit, ipl2025, mumbai, lucknow

#rohitsharma #ipl2025 #mumbaiindians #lucknowsupergiants #cricket #viral #trending #fyp",0,0,"#rohitsharma, #ipl2025, #mumbaiindians, #lucknowsupergiants, #cricket, #viral, #trending, #fyp","['Rohit', 'chat', 'need', 'ahead', 'LSG', 'MI', 'clash', 'April', '4', 'rid', 'high', 'seek', 'comeback', 'rohit', 'ipl', '2025', 'mumbai', 'lucknow']",0,0.0,Neutral
100,2025-04-04T10:40:18.000Z,"Time to Learn How to nade #live #gaming #trending #india #grimreaper9296... https://youtube.com/live/Wv09r0ldUIo?feature=shared… via 
@YouTube",0,0,"#live, #gaming, #trending, #india, #grimreaper9296","['Time', 'Learn', 'nade', 'via', 'YouTube']",-1,0.0,Neutral
101,2025-04-04T10:36:39.000Z,"Sudhir Mishra Questions Why British Series 'Adolescence' is So Popular in India
.

For More Details Check The LINK IN BIO 
.
#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Sudhir', 'Mishra', 'Questions', 'British', 'Series', 'Adolescence', 'Popular', 'India', 'Details', 'Check', 'LINK', 'BIO']",0,0.5598,Positive
102,2025-04-04T10:35:54.000Z,"So, I have decided to be natural while providing value or sharing progress on social media rather than following the noise/matrix.

#socialmedia #buildinpublic",0,0,"#socialmedia, #buildinpublic","['decide', 'natural', 'provide', 'value', 'progress', 'social', 'media', 'rather', 'follow', 'noisematrix']",1,0.8591,Positive
103,2025-04-04T10:35:38.000Z,"Pakistan aim to end NZ tour on a high in final ODI. Series already sealed by the Kiwis at Bay Oval! 
.
.
.
.
pakistan, newzealand, cricket, odi

#pakvsnz #cricket #odi #bayoval #cricket #viral #trending #fyp",0,0,"#pakvsnz, #cricket, #odi, #bayoval, #cricket, #viral, #trending, #fyp","['Pakistan', 'aim', 'end', 'NZ', 'tour', 'high', 'final', 'ODI', 'Series', 'already', 'seal', 'Kiwis', 'Bay', 'Oval', 'pakistan', 'newzealand', 'cricket', 'odi']",0,0.0,Neutral
104,2025-04-04T10:34:32.000Z,"Doing things right vs Doing the right things...
Which one are you..?? 
Comment...

 #leadershiptips #managementadvice #leadershipvsmanagement #indoreviolence  #Trending  #managementskills #lbsitm #lbsim #lbsitmstudents #leadershipmatters #RestInPeace",0,0,"#leadershiptips, #managementadvice, #leadershipvsmanagement, #indoreviolence, #Trending, #managementskills, #lbsitm, #lbsim, #lbsitmstudents, #leadershipmatters, #RestInPeace","['things', 'right', 'one', 'Comment']",1,0.0,Neutral
105,2025-04-04T10:30:00.000Z,"Coca-Cola India joins hands with Hockey India to support and promote women’s hockey across the country. This collaboration aims to strengthen grassroots programs and offer better opportunities for aspiring female athletes.

#Hockey #Sports #Trending #MarketingQuake",0,0,"#Hockey, #Sports, #Trending, #MarketingQuake","['CocaCola', 'India', 'join', 'hand', 'Hockey', 'support', 'promote', 'women', 'hockey', 'across', 'country', 'collaboration', 'aim', 'strengthen', 'grassroots', 'program', 'offer', 'better', 'opportunities', 'aspire', 'female', 'athletes']",0,0.9022,Positive
106,2025-04-04T10:24:38.000Z,"Signs who will be the luckiest this #April 
#Aries
#Sagittarius
#Cancer
#Scorpio
#Pisces
Are you one of them? Let us know in the comments!
#Like, #Retweet, #Follow and #Comment
#AVV #Trending #TrendingNow",0,0,"#April, #Aries, #Sagittarius, #Cancer, #Scorpio, #Pisces, #Like, #Retweet, #Follow, #Comment, #AVV, #Trending, #TrendingNow","['Signs', 'luckiest', 'one', 'Let', 'comment']",1,0.25,Positive
107,2025-04-04T10:20:31.000Z,"The cuteness of this song has taken over our hearts! 
@saregamasouth
 @arijitsingh
 

#Saregama #SaregamaMusic #SongsBySaregama #AaSeetadeviNavvula #ArijitSingh #Trending",0,0,"#Saregama, #SaregamaMusic, #SongsBySaregama, #AaSeetadeviNavvula, #ArijitSingh, #Trending","['cuteness', 'song', 'hearts', 'saregamasouth', 'arijitsingh']",1,0.5106,Positive
108,2025-04-04T10:20:30.000Z,"Jacqueline’s dad, Elroy Fernandez, arrives at Lilavati Hospital, where his wife, Kim Fernandez, was recently hospitalized.

#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Jacqueline', 'dad', 'Elroy', 'Fernandez', 'arrive', 'Lilavati', 'Hospital', 'wife', 'Kim', 'recently', 'hospitalize']",-1,0.0,Neutral
109,2025-04-04T10:19:39.000Z,"strongest girl in the industry

#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['strongest', 'industry']",-1,0.4404,Positive
110,2025-04-04T10:17:58.000Z,"Kareena looks breathtaking in a red gown! 

#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Kareena', 'breathtaking', 'red', 'gown']",1,0.4588,Positive
111,2025-04-04T10:14:36.000Z,"Best feeling? Yoga pants with pockets! 

#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Best', 'feel', 'Yoga', 'pant', 'pocket']",1,0.6908,Positive
112,2025-04-04T10:11:56.000Z,"Disha's stunning features! 

#trending #trendingreels #bollywoodstars #Bollywood #celebstyle #theglamorholic",0,0,"#trending, #trendingreels, #bollywoodstars, #Bollywood, #celebstyle, #theglamorholic","['Dishas', 'stun', 'feature']",-1,0.3818,Positive
